LanguageHaveWorkedWith,ConvertedCompYearly,YearsCode,ResponseId,,,ExperienceGroup,N Python,N JS/Java,Mean Python,Mean JS/Java,MeanDiff J minus Py,%Diff J vs Py,T Stat Welch,P Value Two Tailed
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lua;Python;SQL;TypeScript,330000,5,6584,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL,204000,15,6590,,,,,,,,,,,
C++;JavaScript;Lua;Python,100000,6,6594,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;TypeScript,150000,30,6599,,,,,,,,,,,
Groovy;HTML/CSS;Java;JavaScript,145000,30,6602,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA,114000,8,6606,,,,,,,,,,,
HTML/CSS;JavaScript;TypeScript,247000,10,6609,,,,,,,,,,,
Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;Swift;TypeScript,125000,10,6624,,,,,,,,,,,
Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Lua;Python;Rust;TypeScript,150000,6,6626,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,205000,30,6627,,,,,,,,,,,
C++;Go;Java;Kotlin;Lua;Ruby,307000,15,6638,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,150000,10,6662,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,135000,10,6676,,,,,,,,,,,
C#;GDScript;Go;HTML/CSS;JavaScript;SQL;TypeScript,73822,9,6691,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lisp;Lua;MATLAB;Python;Rust,185000,18,6701,,,,,,,,,,,
Groovy;Java;JavaScript;Python,150000,20,6702,,,,,,,,,,,
Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Kotlin;Python;Ruby;Rust;SQL;Swift;TypeScript;Zig,225000,28,6717,,,,,,,,,,,
Bash/Shell (all shells);JavaScript;Lua;Python;Ruby;Rust;SQL,225000,26,6722,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;Java;Perl;Python,240000,30,6727,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL,140000,22,6732,,,,,,,,,,,
Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,104000,11,6742,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net),103000,15,6753,,,,,,,,,,,
Bash/Shell (all shells);C;C++;JavaScript;MicroPython;PowerShell;Python;Rust;TypeScript,83600,13,6754,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Rust;SQL;TypeScript;Gleam,235000,15,6758,,,,,,,,,,,
Bash/Shell (all shells);C;GDScript;HTML/CSS;JavaScript;PHP;Python,105000,6,6759,,,,,,,,,,,
C;C#;C++;Go;JavaScript;Lua;OCaml;PHP;Python;Rust;TypeScript;Gleam,85000,3,6760,,,,,,,,,,,
Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,135000,20,6761,,,,,,,,,,,
Elixir;Erlang;Go;HTML/CSS;Java;JavaScript;Rust;TypeScript;Gleam,120000,8,6769,,,,,,,,,,,
Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Kotlin;Perl;PHP;Python;Ruby;SQL;TypeScript,100000,30,6770,,,,,,,,,,,
Go;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,180000,18,6775,,,,,,,,,,,
Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lisp;Python;Rust,85000,10,6781,,,,,,,,,,,
Bash/Shell (all shells);Go;Java;Python;Ruby;Rust;SQL,420000,20,6782,,,,,,,,,,,
Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;MicroPython;Perl;Python;SQL,110000,20,6786,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript,108000,10,6791,,,,,,,,,,,
C#;Go;JavaScript;Python;Rust;SQL,190000,12,6792,,,,,,,,,,,
HTML/CSS;Java;JavaScript;TypeScript,267500,15,6794,,,,,,,,,,,
C;C#;HTML/CSS;JavaScript;Lisp;SQL,145000,25,6796,,,,,,,,,,,
Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,300000,18,6800,,,,,,,,,,,
Bash/Shell (all shells);C#;GDScript;HTML/CSS;JavaScript;Python;Ruby;Rust;SQL;TypeScript;Zig,240000,25,6804,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,170000,20,6810,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Go;Java;JavaScript;Prolog;Python;R;SQL,135000,18,6813,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript,300000,16,6834,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;Java;Kotlin;Python;SQL,230000,26,6840,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;R;TypeScript,300000,20,6846,,,,,,,,,,,
C;C++;Elixir;Erlang;Go;HTML/CSS;JavaScript;Ruby;Rust;SQL;Swift;TypeScript,265000,19,7066,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,130000,20,7093,,,,,,,,,,,
C#;HTML/CSS;Java;JavaScript;PowerShell;Ruby;SQL;TypeScript,250000,15,7094,,,,,,,,,,,
C;C++;HTML/CSS;JavaScript;Kotlin;Python;SQL;Swift,175000,18,7101,,,,,,,,,,,
C#;GDScript;HTML/CSS;JavaScript;PowerShell;SQL,80000,15,7115,,,,,,,,,,,
Bash/Shell (all shells);C;GDScript;HTML/CSS;JavaScript;Lisp;PHP;Ruby;SQL;TypeScript,146000,17,7172,,,,,,,,,,,
C;Java;JavaScript;SQL;TypeScript;Gleam,130000,10,7173,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL,135000,30,7264,,,,,,,,,,,
HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,225000,30,7267,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;R,83000,8,7273,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL,160000,12,7281,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),80000,13,7399,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;PowerShell;Python,100000,22,7457,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript,225000,25,7515,,,,,,,,,,,
Bash/Shell (all shells);Java;JavaScript;Python;Ruby;SQL,202000,10,7538,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,225000,26,7598,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,200000,8,7618,,,,,,,,,,,
Bash/Shell (all shells);Go;Java;JavaScript;MicroPython;TypeScript,180000,14,7623,,,,,,,,,,,
Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;Lisp;Python;Rust;Scala;SQL;TypeScript;Gleam,212000,20,7939,,,,,,,,,,,
HTML/CSS;Java;JavaScript;Kotlin,160000,3,8007,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C++;Go;Groovy;HTML/CSS;JavaScript;Lua;Perl;PHP;PowerShell;Python;Ruby;TypeScript,150000,10,8028,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;TypeScript,200000,15,8095,,,,,,,,,,,
HTML/CSS;JavaScript;Lua;Python;TypeScript,190000,15,8098,,,,,,,,,,,
C#;Groovy;HTML/CSS;Java;JavaScript;MATLAB;Python;TypeScript;Visual Basic (.Net),170000,11,8183,,,,,,,,,,,
Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python,100000,8,8290,,,,,,,,,,,
Bash/Shell (all shells);JavaScript;PowerShell;Python;SQL,155000,7,8322,,,,,,,,,,,
Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;Kotlin;Lua;OCaml;Python;Ruby;Rust;SQL;TypeScript;Zig;Gleam,100000,8,8341,,,,,,,,,,,
HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,250000,11,8371,,,,,,,,,,,
Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lua;Python;TypeScript,160000,5,8389,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Ruby;Scala;SQL,300000,23,8508,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lua;Python;Rust;SQL,200000,28,8527,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;TypeScript,145000,27,8543,,,,,,,,,,,
Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;TypeScript,170000,18,8617,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL,210000,16,8620,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,125000,30,8649,,,,,,,,,,,
Bash/Shell (all shells);Erlang;Java;Python;Rust;SQL;Gleam,250000,11,8759,,,,,,,,,,,
C#;JavaScript;PowerShell;SQL,290000,24,8837,,,,,,,,,,,
Go;Java;Python,400000,30,8856,,,,,,,,,,,
HTML/CSS;Java;JavaScript;SQL,75000,2,8908,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL;TypeScript,74500,10,9001,,,,,,,,,,,
HTML/CSS;JavaScript;SQL;TypeScript,125000,12,9012,,,,,,,,,,,
JavaScript;SQL;TypeScript,250000,18,9075,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,380000,30,9098,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,200000,11,9111,,,,,,,,,,,
Bash/Shell (all shells);C#;JavaScript;Python;SQL,117000,6,9114,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;Swift;TypeScript,150000,22,9128,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C#;C++;Delphi;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;VBA,108000,20,9157,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,105000,30,9175,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,250000,30,9177,,,,,,,,,,,
HTML/CSS;Java;JavaScript;SQL;TypeScript,75000,9,9197,,,,,,,,,,,
Go;JavaScript;SQL;TypeScript,150000,12,9261,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C#;C++;Delphi;Erlang;Go;HTML/CSS;Java;JavaScript;Lua;MicroPython;PowerShell;Python;Ruby;SQL;Zig,130000,11,9272,,,,,,,,,,,
HTML/CSS;JavaScript;Lua;PHP;Python;TypeScript,200000,12,9273,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,450000,13,9290,,,,,,,,,,,
HTML/CSS;Java;JavaScript;Python;Ruby,145699,20,9300,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;SQL;TypeScript,280000,15,9350,,,,,,,,,,,
Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,165000,20,9359,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript;Gleam,330000,9,9422,,,,,,,,,,,
Bash/Shell (all shells);C#;F#;Fortran;GDScript;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,135000,8,9462,,,,,,,,,,,
Dart;Go;HTML/CSS;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,200000,5,9609,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,85000,5,10016,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;Python;R;SQL;TypeScript,215000,28,10055,,,,,,,,,,,
HTML/CSS;JavaScript;Python;SQL;TypeScript,94000,5,10174,,,,,,,,,,,
Bash/Shell (all shells);Go;JavaScript;Python;Rust;SQL;TypeScript,220000,29,10296,,,,,,,,,,,
Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Perl;SQL;TypeScript,190000,30,10380,,,,,,,,,,,
Java;PowerShell;Python,95000,7,10425,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,150000,25,10443,,,,,,,,,,,
JavaScript;Python,215000,10,10486,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,336000,15,10504,,,,,,,,,,,
Bash/Shell (all shells);C#;Java;Python;Rust;SQL,254000,15,10519,,,,,,,,,,,
HTML/CSS;JavaScript;PHP;Python;SQL,85000,10,10571,,,,,,,,,,,
C++;HTML/CSS;JavaScript;PHP;Python;SQL,500000,30,10590,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,200000,22,10596,,,,,,,,,,,
C#;HTML/CSS;JavaScript;TypeScript,80000,9,10648,,,,,,,,,,,
JavaScript;Python;Ruby;SQL;TypeScript,175000,15,10664,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;Swift;TypeScript,88000,2,10680,,,,,,,,,,,
C;C++;Dart;Go;JavaScript;Lua;MicroPython;Prolog;Python;Rust;SQL;Zig,500000,30,10696,,,,,,,,,,,
JavaScript;SQL;TypeScript,240000,13,10743,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Python;TypeScript,150000,6,10765,,,,,,,,,,,
Java;Kotlin;Swift,154000,14,10769,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;Elixir;Erlang;Groovy;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,165000,12,10773,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript,390000,18,10776,,,,,,,,,,,
HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,101000,20,10789,,,,,,,,,,,
Bash/Shell (all shells);Java;Python;SQL,165000,25,10810,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;Swift;TypeScript,80000,4,10811,,,,,,,,,,,
Assembly;C;C++;JavaScript;Python;SQL,180000,30,10812,,,,,,,,,,,
Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;Python,240000,25,10819,,,,,,,,,,,
HTML/CSS;JavaScript;Python;SQL,98000,7,10826,,,,,,,,,,,
HTML/CSS;JavaScript;Python;SQL;TypeScript,102000,7,10858,,,,,,,,,,,
Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;TypeScript,103000,14,10863,,,,,,,,,,,
Bash/Shell (all shells);Go;Java;Python;SQL,355000,16,10883,,,,,,,,,,,
Java;JavaScript;Python;SQL;Visual Basic (.Net),65000,20,10884,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;MicroPython;Python;Ruby;SQL;Zig,100000,25,10909,,,,,,,,,,,
Bash/Shell (all shells);Java;JavaScript;PowerShell;SQL;Visual Basic (.Net),195000,14,10920,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;SQL,70000,6,10921,,,,,,,,,,,
C#;JavaScript;Python;SQL;TypeScript,80000,10,10930,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lisp;Lua;PowerShell;Python;SQL;VBA;Visual Basic (.Net),75000,17,10936,,,,,,,,,,,
Bash/Shell (all shells);C#;F#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Ruby;SQL;TypeScript;Visual Basic (.Net),150000,30,10944,,,,,,,,,,,
Bash/Shell (all shells);C#;JavaScript;Python;Rust;SQL;TypeScript,82000,8,10946,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lisp;Rust;SQL;TypeScript,94000,12,10958,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript,127681,11,10996,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,55000,2,10999,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Perl;PowerShell;SQL,120000,15,11000,,,,,,,,,,,
HTML/CSS;JavaScript;Kotlin;PHP;SQL,55148,23,11013,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;C#;C++;F#;Go;HTML/CSS;JavaScript;Rust;SQL;TypeScript,160000,22,11021,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Perl;SQL,130000,30,11024,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C#;C++;Go;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;Ruby;SQL;TypeScript;Visual Basic (.Net),200000,30,11041,,,,,,,,,,,
Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;Perl;PowerShell;SQL;VBA,155000,28,11042,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Python;Ruby;Scala;SQL,169000,11,11051,,,,,,,,,,,
HTML/CSS;Java;JavaScript;Python;Rust;SQL,62400,12,11078,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,160272,16,11091,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;Swift;TypeScript,138000,7,11097,,,,,,,,,,,
HTML/CSS;JavaScript;Ruby;SQL;TypeScript,115000,21,11105,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,185000,28,11116,,,,,,,,,,,
HTML/CSS;JavaScript;PHP;Python;R;SQL;VBA,60000,10,11124,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PHP,120000,24,11130,,,,,,,,,,,
HTML/CSS;JavaScript;PHP;SQL;TypeScript,180000,15,11135,,,,,,,,,,,
HTML/CSS;Java;JavaScript;SQL;TypeScript,160000,17,11157,,,,,,,,,,,
Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;PHP;SQL,100000,15,11158,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),171000,28,11162,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,170000,20,11171,,,,,,,,,,,
C;C#;Go;HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;Ruby;SQL;TypeScript,170000,25,11176,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,120000,30,11193,,,,,,,,,,,
Bash/Shell (all shells);Java;JavaScript;Python;Scala;SQL;TypeScript,200000,13,11216,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,180000,11,11217,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C#;C++;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),140000,26,11224,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript,80000,18,11235,,,,,,,,,,,
JavaScript;Python,147000,25,11237,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,135000,23,11256,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript,89000,9,11265,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;PowerShell;Python;SQL;TypeScript,109000,10,11272,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL,184000,12,11274,,,,,,,,,,,
Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;Python;SQL,93000,14,11285,,,,,,,,,,,
C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Visual Basic (.Net),125000,15,11286,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,124800,14,11298,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;TypeScript,181000,15,11304,,,,,,,,,,,
Bash/Shell (all shells);C#;Java;PowerShell;Rust;SQL,100000,8,11311,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,125000,12,11313,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Scala;SQL,200000,10,11321,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL,300000,24,11323,,,,,,,,,,,
HTML/CSS;JavaScript,190000,26,11330,,,,,,,,,,,
HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA,75000,5,11331,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),107000,9,11348,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),94000,10,11362,,,,,,,,,,,
Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;OCaml;Python;SQL;TypeScript,200000,25,11365,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,210000,20,11378,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;SQL;TypeScript,75000,12,11384,,,,,,,,,,,
HTML/CSS;JavaScript;Python;SQL;TypeScript,220000,26,11391,,,,,,,,,,,
Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;SQL,162000,16,11394,,,,,,,,,,,
Go;Java;JavaScript;Python;Scala;TypeScript,300000,16,11402,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Python;R;Swift;TypeScript,145000,17,11405,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;PHP;PowerShell;Python;SQL,140000,23,11408,,,,,,,,,,,
Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,360000,30,11409,,,,,,,,,,,
HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL,65000,8,11415,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,480000,19,11417,,,,,,,,,,,
Bash/Shell (all shells);C;C++;GDScript;Go;HTML/CSS;JavaScript;Lua;PHP;Rust;SQL;TypeScript,250000,12,11441,,,,,,,,,,,
C#;HTML/CSS;Java;JavaScript;PowerShell;SQL,132300,15,11482,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,90000,11,11489,,,,,,,,,,,
HTML/CSS;Java;JavaScript;TypeScript,115000,10,11522,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,125000,10,11527,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,135000,14,11539,,,,,,,,,,,
HTML/CSS;JavaScript;Python;SQL;TypeScript,150000,20,11540,,,,,,,,,,,
C#;HTML/CSS;JavaScript;TypeScript;VBA,300000,14,11548,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,155000,10,11589,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;Python;Scala,240300,27,11590,,,,,,,,,,,
C;C#;Go;HTML/CSS;JavaScript;Python;TypeScript,175000,9,11604,,,,,,,,,,,
C;C++;HTML/CSS;Java;JavaScript;Lua;Rust;TypeScript,48000,12,11624,,,,,,,,,,,
Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,210000,30,11631,,,,,,,,,,,
HTML/CSS;JavaScript;SQL;TypeScript,85000,23,11641,,,,,,,,,,,
Bash/Shell (all shells);C#;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,150000,13,11652,,,,,,,,,,,
HTML/CSS;JavaScript;TypeScript,234000,20,11657,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;TypeScript,106000,12,11672,,,,,,,,,,,
HTML/CSS;Java;JavaScript;SQL;TypeScript,225000,17,11683,,,,,,,,,,,
HTML/CSS;JavaScript;Python;TypeScript,105000,9,11686,,,,,,,,,,,
Dart;HTML/CSS;JavaScript;PHP;Python;SQL;Swift;TypeScript,94000,6,11692,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,275000,12,11701,,,,,,,,,,,
HTML/CSS;JavaScript;PHP;TypeScript,217462,25,11704,,,,,,,,,,,
HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;VBA,170000,13,11706,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;PHP;TypeScript,120000,30,11722,,,,,,,,,,,
Bash/Shell (all shells);Go;Java;Kotlin;Python,250000,12,11742,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;TypeScript,135000,10,11773,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript,156000,25,11774,,,,,,,,,,,
Bash/Shell (all shells);C#;Java;PowerShell;Python;SQL;VBA;Visual Basic (.Net),85000,10,11779,,,,,,,,,,,
Assembly;Bash/Shell (all shells);C;Erlang;Go;Java;Lua;Rust;Zig,250000,30,11791,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Rust,185000,25,11802,,,,,,,,,,,
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript;VBA,99000,11,11812,,,,,,,,,,,
Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;TypeScript,120000,8,11827,,,,,,,,,,,
Bash/Shell (all shells);C;C#;C++;COBOL;HTML/CSS;JavaScript;TypeScript,96000,16,11839,,,,,,,,,,,
Bash/Shell (all shells);C#;Go;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,230000,21,11844,,,,,,,,,,,
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;TypeScript,143100,25,11855,,,,,,,,,,,
C#;HTML/CSS;JavaScript;Lua;PowerShell;SQL;TypeScript,94000,8,11856,,,,,,,,,,,
C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,100000,13,11873,,,,,,,,,,,
C#;HTML/CSS;JavaScript;SQL,100000,30,11881,,,,,,,,,,,
HTML/CSS;JavaScript;Python,210000,20,11884,,,,,,,,,,,
Bash/Shell (all shells);C++;JavaScript;Python;R;SQL,130000,8,11887,,,,,,,,,,,
C;C#;Java;JavaScript,95000,15,11896,,,,,,,,,,,
